timestamp,exit_status,exit_category,error_detail,task,algo,final_mean_reward,final_epoch,max_epochs,experiment_name,checkpoint_path,resume_from,num_envs,motion_file,learning_rate,gamma,horizon_length,minibatch_size,mini_epochs,entropy_coef,llc_steps,save_frequency,run_id,pid,seed,headless,start_time,end_time,duration_seconds,duration_human,command,cfg_env_path,cfg_train_path,reward_weights
2026-03-26T17:10:15,error,failed,"RuntimeError('CUDA error: an illegal memory access was encountered\nCUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.\nFor debugging consider passing CUDA_LAUNCH_BLOCKING=1\nCompile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.\n')",HRLCTDEHumanoid,hrl_ctde,,,8000,SkillMimicCTDE_20260313-18-06-00,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,63c719d850d04fbb956561cffae3e536,311224,7960,True,2026-03-26T17:10:13,2026-03-26T17:10:15,1.8,0h 0m 1s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --resume_from output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth --max_iterations 8000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-03-26T17:41:24,completed,normal,,HRLDualHumanoid,hrl_dual,-100500,5001,5000,SkillMimicDualHRL_20260319-15-53-47,output/SkillMimicDualHRL_20260319-15-53-47/nn/SkillMimicDualHRL.pth,output/SkillMimicDualHRL_20260319-15-53-47/nn/SkillMimicDualHRL.pth,1024,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,d8ab90a524274f7caa169b1a3aac131a,84551,4763,True,2026-03-25T13:19:26,2026-03-26T17:41:24,102118.3,28h 21m 58s,skillmimic/run.py --task HRLDualHumanoid --cfg_env skillmimic/data/cfg/hrl_dual_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_dual_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --llc_checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --max_iterations 5000 --resume_from output/SkillMimicDualHRL_20260319-15-53-47/nn/SkillMimicDualHRL.pth --headless --num_envs 1024,skillmimic/data/cfg/hrl_dual_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_dual_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-03-27T15:34:04,completed,normal,,HRLCTDEHumanoid,hrl_ctde,-100500,8001,8000,SkillMimicCTDE_20260313-18-06-00,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,18c5b30c08b74a3184c91d1aeff1b41c,320624,8871,True,2026-03-26T17:28:58,2026-03-27T15:34:04,79506.3,22h 5m 6s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --resume_from output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth --max_iterations 8000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-03-31T13:25:04,keyboard_interrupt,interrupted,interrupted by signal 2,HRLCTDEHumanoid,hrl_ctde,,,11000,SkillMimicCTDE_20260313-18-06-00,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,3b51f89727be4fb895a8f01314f92081,275400,9602,True,2026-03-31T11:00:12,2026-03-31T13:25:04,8692.0,2h 24m 51s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --resume_from output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth --max_iterations 11000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-03-31T16:48:32,completed,normal,,HRLCTDEHumanoid,hrl_ctde,-100500,11001,11000,SkillMimicCTDE_20260313-18-06-00,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,99c636385f2447e080fd60a175193d9b,301885,2976,True,2026-03-31T13:25:29,2026-03-31T16:48:32,12183.2,3h 23m 3s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --resume_from output/SkillMimicCTDE_20260313-18-06-00/nn/SkillMimicCTDE.pth --max_iterations 11000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-04-01T00:21:48,completed,normal,,HRLCTDEHumanoid,hrl_ctde,-100500,2001,2000,CTDE_2000_20260331-13-48-07,output/CTDE_2000_20260331-13-48-07/nn/CTDE_2000.pth,,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,e0d4c30e99634553bf5638a2aa7972cd,311233,5360,True,2026-03-31T13:48:07,2026-04-01T00:21:48,38021.3,10h 33m 41s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --max_iterations 2000 --experiment CTDE_2000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-04-02T05:03:16,completed,normal,,HRLCTDEHumanoid,hrl_ctde,-100500,5001,5000,CTDE_5000_20260401-13-07-32,output/CTDE_5000_20260401-13-07-32/nn/CTDE_5000.pth,output/CTDE_2000_20260331-13-48-07/nn/CTDE_2000.pth,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,64c675723f4b48c79c357b1e5f7bb680,382074,5615,True,2026-04-01T13:07:32,2026-04-02T05:03:16,57344.2,15h 55m 44s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --resume_from output/CTDE_2000_20260331-13-48-07/nn/CTDE_2000.pth --max_iterations 5000 --experiment CTDE_5000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-04-03T03:12:05,completed,normal,,HRLCTDEHumanoid,hrl_ctde,-100500,8001,8000,CTDE_8000_20260402-09-45-21,output/CTDE_8000_20260402-09-45-21/nn/CTDE_8000.pth,output/CTDE_5000_20260401-13-07-32/nn/CTDE_5000.pth,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,d392cc91ebc844ab9d756745a37580e8,439641,1668,True,2026-04-02T09:45:21,2026-04-03T03:12:05,62804.4,17h 26m 44s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --resume_from output/CTDE_5000_20260401-13-07-32/nn/CTDE_5000.pth --max_iterations 8000 --experiment CTDE_8000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-04-15T05:00:59,completed,normal,,HRLCTDEHumanoid,hrl_ctde,-100500,2001,2000,CTDE_NoTrajPred_2000_20260414-17-35-34,output/CTDE_NoTrajPred_2000_20260414-17-35-34/nn/CTDE_NoTrajPred_2000.pth,,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,925492b064474f73bf9ac48fdc52e649,2104700,6,True,2026-04-14T17:35:34,2026-04-15T05:00:59,41125.1,11h 25m 25s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid_ablate_no_traj_pred.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --experiment CTDE_NoTrajPred_2000 --max_iterations 2000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid_ablate_no_traj_pred.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
2026-04-15T13:42:33,keyboard_interrupt,interrupted,interrupted by signal 2,HRLCTDEHumanoid,hrl_ctde,,,8000,CTDE_NoTrajPred_8000_20260415-13-42-32,output/CTDE_NoTrajPred_8000_20260415-13-42-32/nn/CTDE_NoTrajPred_8000.pth,,512,skillmimic/data/motions/BallPlay-M/pass,5e-5,0.99,64,1024,6,0.05,3,50,5b448671a58f47dcbf74d8fd7efd29cd,2221015,6403,True,2026-04-15T13:42:32,2026-04-15T13:42:33,0.9,0h 0m 0s,skillmimic/run.py --task HRLCTDEHumanoid --cfg_env skillmimic/data/cfg/hrl_ctde_humanoid.yaml --cfg_train skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid_ablate_no_traj_pred.yaml --motion_file skillmimic/data/motions/BallPlay-M/pass --checkpoint skillmimic/data/models/mixedskills/nn/skillmimic_llc.pth --experiment CTDE_NoTrajPred_8000 --max_iterations 8000 --headless --num_envs 512,skillmimic/data/cfg/hrl_ctde_humanoid.yaml,skillmimic/data/cfg/train/rlg/hrl_ctde_humanoid_ablate_no_traj_pred.yaml,"{""p"": 20.0, ""r"": 20.0, ""pv"": 0.0, ""rv"": 0.0, ""op"": 1.0, ""or"": 0.0, ""opv"": 0.0, ""orv"": 0.0, ""ig"": 20.0, ""cg1"": 5.0, ""cg2"": 5.0, ""alive"": 0.1, ""ball_to_hand"": 2.0, ""pass_direction"": 5.0, ""catch_success"": 15.0, ""ball_height"": 0.5, ""standing"": 2.0, ""upright"": 1.5, ""ground_contact_penalty"": -5.0, ""catch_fail"": -5.0}"
